cadcallid,street,beat,search_duration,stoptime,race,resident,gender,age_range,stoplocation,search_initiated,Reasons_For_Stop_Equipment_Violation,Reasons_For_Stop_Investigative_Violation_Equipment_Violation,Reasons_For_Stop_Investigative_Violation,Reasons_For_Stop_Investigative_Violation_Call_For_Service,Reasons_For_Stop_Investigative_Violation_Detective_or_Crime_Bulletin,Reasons_For_Stop_Investigative_Violation_Officer_Initiative,Reasons_For_Stop_Investigative_Violation_Other,Reasons_For_Stop_Interstate_Highway_Stop,Reasons_For_Stop_Investigative_Violation_RS_Drug_Activity,Reasons_For_Stop_Investigative_Violation_ALPR_Hit_or_Warrant,Reasons_For_Stop_Investigative_Violation_Matching_Suspect_Description,Reasons_For_Stop_Investigative_Violation_Observed_Crime,Reasons_For_Stop_License_or_Registration_Violation,Reasons_For_Stop_License_Plate_Violation,Reasons_For_Stop_Moving_Violation_Commercial_Vehicle_Enforcement,Reasons_For_Stop_Moving_Violation_Follow_Too_Close,Reasons_For_Stop_Moving_Violation_Fail_to_Signal,Reasons_For_Stop_Moving_Violation_Lane_Violation,Reasons_For_Stop_Moving_Violation,Reasons_For_Stop_Moving_Violation_Other,Reasons_For_Stop_Moving_Violation_Speed,Reasons_For_Stop_NA_Not_Applicable,Reasons_For_Search_Consent,Reasons_For_Search_Inventory,Reasons_For_Search_Drug/Alcohol_Odor,Reasons_For_Search_Incident_to_Arrest,Reasons_For_Search_Plain_View_Contraband,Reasons_For_Search_Reasonable_Suspicion-Weapon,Reasons_For_Search_Drug_Dog_Alert,Reasons_For_Search_Other,Reasons_For_Search_NA_No_Search_Conducted,Discovery_of_Contraband_Type_of_Contraband_Found_Drugs/Alcohol/Paraphernalia,Discovery_of_Contraband_Type_of_Contraband_Found_Currency,Discovery_of_Contraband_Type_of_Contraband_Found_Weapon,Discovery_of_Contraband_Type_of_Contraband_Found_Stolen_Property,Discovery_of_Contraband_Type_of_Contraband_Found_Other,Discovery_of_Contraband_Type_of_Contraband_Found_NA_or_No_Contraband_Found,Result_of_Stop_Citation,Result_of_Stop_Citation_Moving,Result_of_Stop_Citation_Equipment,Result_of_Stop_Citation_License_or_Registration,Result_of_Stop_Warning,Result_of_Stop_Warning_Moving,Result_of_Stop_Warning_Equipment,Result_of_Stop_Warning_License_or_Registration,Result_of_Stop_Arrest,Result_of_Stop_No_Action,Result_of_Stop_Other,Result_of_Arrest_Warrant,Result_of_Arrest_Drug_Violation,Result_of_Arrest_Resisting_Arrest,Result_of_Arrest_Offense_Against_Person,Result_of_Arrest_Traffic_Violation,Result_of_Arrest_DWI/BAC,Result_of_Arrest_Property_Crime,Result_of_Arrest_Other,Result_of_Arrest_Driver_Not_Arrested,Area_of_Search_Driver_Only,Area_of_Search_Property_Only,Area_of_Search_Driver_and_Property,Area_of_Search_No_Search
2021311085,S PROVIDENCE RD/E STEWART RD,50E ,,12/11/2021 23:14,A ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2021087660,SMILEY LN,50E ,,4/11/2021 23:27,B ,Y   ,M,18-29,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021243997,BROWN STATION RD/PARIS RD,30N ,,9/25/2021 21:22,B ,N   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021179803,CLARK LN/BALLENGER PL,40E ,,7/18/2021 23:47,W ,Y   ,F,40+,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021149329,N COLLEGE AVE/PARIS RD,70E ,,6/18/2021 0:59,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021243302,HITT ST/E BROADWAY,70D ,,9/25/2021 3:38,B ,Y   ,M,18-29,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021010474,S PROVIDENCE RD/MICK DEAVER DR,60E ,,1/13/2021 13:13,W ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021214060,E BROADWAY/N EIGHTH ST,70D ,,8/25/2021 0:47,W ,Y   ,M,Under 18,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021052623,TRIMBLE RD/BROADWAY BLUFFS DR,80N ,,3/3/2021 14:15,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021302295,I70 E,40W ,,12/2/2021 0:22,O ,N   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021169336,S PROVIDENCE RD/CORPORATE LAKE DR,60W ,,7/7/2021 21:20,B ,N   ,M,18-29,City Street,N   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021163867,ROGERS ST/N EIGHTH ST,20E ,,7/2/2021 15:02,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021221759,N STADIUM BLVD/W BROADWAY,50E ,0-15 MINUTES,9/2/2021 8:43,B ,Y   ,F,40+,State Highway,Y   ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2021304575,ROCK QUARRY RD,80S ,,12/4/2021 15:51,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021112292,CLARK LN/MCKEE ST,40E ,,5/8/2021 23:38,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021007518,BIG BEAR BLVD/RANGE LINE ST,30S ,,1/10/2021 1:55,W ,N   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021124696,BALLENGER LN,40E ,,5/22/2021 21:29,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021055313,W BROADWAY,50W ,,3/6/2021 12:32,B ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021022263,PARKADE BLVD/W BUSINESS LOOP 70,10W ,,1/27/2021 0:48,W ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021302429,WEST PARKWAY DR,50E ,,12/2/2021 7:28,O ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021277593,PARIS RD/WACO RD,30N ,,11/2/2021 17:57,W ,N   ,F,40+,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021089236,W BROADWAY,50W ,,4/13/2021 15:10,B ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021243018,PARIS RD/WHITE GATE DR,40W ,,9/24/2021 19:35,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021213731,S WEST BLVD/PROSPECT ST,50E ,,8/24/2021 16:39,W ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021216971,E ASH ST/N SEVENTH ST,70D ,,8/28/2021 0:29,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021053009,S WEST BLVD/W STADIUM BLVD,50E ,,3/3/2021 21:20,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2021130475,N COLLEGE AVE/E BROADWAY,70E ,,5/28/2021 21:43,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021113010,N COLLEGE AVE,70E ,0-15 MINUTES,5/10/2021 1:55,W ,Y   ,M,18-29,City Street,Y   ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021051211,PARIS RD ONR SB/N HWY 63 SB,40W ,,3/2/2021 2:14,W ,N   ,F,30-39,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021059066,N PROVIDENCE RD,10E ,,3/10/2021 13:02,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021003735,HANOVER BLVD,40E ,,1/5/2021 23:45,B ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021005560,FORUM BLVD/CHAPEL HILL RD,50W ,,1/7/2021 21:20,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021141115,ROLLING ROCK DR/ROCK QUARRY RD,80S ,,6/9/2021 17:55,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021298458,SCOTT BLVD/GEORGETOWN DR,50W ,,11/27/2021 2:11,B ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021302812,HICKMAN AVE/N PROVIDENCE RD,20E ,,12/2/2021 13:47,B ,Y   ,M,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021060530,RANGE LINE ST,30S ,16-30 MINUTES,3/12/2021 1:31,W ,Y   ,M,40+,City Street,Y   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2021256328,RANGE LINE ST,20E ,,10/8/2021 23:33,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021002005,N RANGELINE RD ONR EB/I70 E,30S ,,1/4/2021 2:20,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021321345,I70 E/RANGE LINE ST,30S ,,12/23/2021 23:52,W ,N   ,M,30-39,Interstate Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021093977,N STADIUM BLVD/W ASH ST,50E ,,4/18/2021 18:27,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021265834,E BUSINESS LOOP 70/N PROVIDENCE RD,20E ,0-15 MINUTES,10/19/2021 21:21,B ,Y   ,M,40+,City Street,Y   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2021213732,S WEST BLVD/PROSPECT ST,50E ,,8/24/2021 16:47,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021073377,CHERRY ST/S SEVENTH ST,70D ,,3/26/2021 23:04,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021111356,S COLLEGE AVE/ROLLINS ST,MUG2,,5/7/2021 22:51,B ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021007223,EASTWOOD DR,40W ,,1/9/2021 16:40,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021141813,GRINDSTONE PLAZA DR/GRAY OAK DR,60E ,,6/10/2021 12:42,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021109452,E BROADWAY/SHORT ST,70D ,,5/5/2021 23:47,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021101927,N OLD 63/AMMONETTE ST,80N ,,4/27/2021 17:25,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021243145,N PROVIDENCE RD/NEBRASKA AVE,20E ,,9/24/2021 22:33,W ,Y   ,F,30-39,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021012023,FORUM BLVD/W STADIUM BLVD,50W ,,1/15/2021 1:22,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021065390,CHERRY ST/S SIXTH ST,70D ,,3/17/2021 21:29,A ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021055396,E BUSINESS LOOP 70,20E ,,3/6/2021 14:12,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021010364,E STADIUM BLVD/S PROVIDENCE RD,60E ,,1/13/2021 11:40,W ,Y   ,F,40+,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021014545,W ASH ST/CLINKSCALES RD,50E ,,1/18/2021 3:36,W ,Y   ,F,18-29,City Street,N   ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021064009,S PROVIDENCE RD/E STADIUM BLVD,60E ,,3/16/2021 10:52,W ,Y   ,M,18-29,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021243065,CLARK LN,40W ,,9/24/2021 20:47,W ,N   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021121163,ROGERS ST/N EIGHTH ST,20E ,,5/18/2021 22:25,W ,N   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021052400,BERNADETTE DR,10W ,,3/3/2021 11:44,A ,Y   ,F,40+,Other,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021217860,RANGE LINE ST,30S ,,8/29/2021 1:48,B ,N   ,F,30-39,State Highway,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021050389,E BUSINESS LOOP 70/CHARLES ST,40W ,,3/1/2021 7:53,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021304565,ROLLING ROCK DR/ROCK QUARRY RD,80S ,,12/4/2021 15:31,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021306620,W BROADWAY/N STADIUM BLVD,50E ,,12/7/2021 4:06,W ,Y   ,M,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021222110,RANGE LINE ST/I70 E,30S ,0-15 MINUTES,9/2/2021 14:10,B ,Y   ,F,18-29,City Street,Y   ,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2021269775,ASHLAND RD/SOUTHPARK DR,MUG2,,10/24/2021 12:04,W ,Y   ,F,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021102616,S BETHEL CHURCH RD/E OLD PLANK RD,112,,4/28/2021 12:35,W ,Y   ,F,40+,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021255413,S COLLEGE AVE/UNIVERSITY AVE,MUG2,,10/8/2021 3:14,B ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021141857,ROLLING ROCK DR/ROCK QUARRY RD,80S ,,6/10/2021 13:21,W ,Y   ,M,18-29,City Street,N   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021057217,BROADWAY BUSINESS PARK CT,50W ,0-15 MINUTES,3/8/2021 14:29,B ,N   ,M,30-39,City Street,Y   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
