inci_id,address,nature,calltime,hour,DoW,day_night,Race,Age,Gender,Resident,Location,Speed,Lane Violation,Follow to Close,Fail to Signal,CVE,Other,Moving,Equipment,License,Investigative,Citation,Warning,No Action,Other Result,What Searched,Consent,Inventory,Drug_Alcohol Odor,Incident to Arrest,Plain View Contraband,Suspicion Weapon,Drug Dog,Other Basis,Search Duration,Contraband Found,Drug_Alcohol,Currency,Weapon,Stolen Property,Other Contraband,Driver Arrest,Warrant,Drug Violation,Resist Arrest,Offense Against Person,Traffic Violation,DWI BAC,Property Crime,Other Violation,Special Op,Admit Prior Use
2018054954,E BROADWAY/TRIMBLE RD,T TRFC STOP,3/19/2018 22:14,22,Mon,night,B,18--29,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018054969,3206 3206 CLARK LN,T TRFC STOP,3/19/2018 22:43,22,Mon,night,W,18--29,F,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018054985,400 400-BLK CONLEY RD.BLK,T TRFC STOP,3/19/2018 23:22,23,Mon,night,B,40+,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018054993,PRIMROSE DR/SUNFLOWER ST,T TRFC STOP,3/19/2018 23:40,23,Mon,night,B,40+,M,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055001,E BROADWAY/N HWY 63 NB,T TRFC STOP,3/20/2018 0:02,0,Tue,night,W,18--29,F,No,State Highway,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055012,OAKLAND GRAVEL RD/VANDIVER DR,T TRFC STOP,3/20/2018 0:41,0,Tue,night,W,30--39,F,Yes,State Highway,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055013,E STEWART RD/S PROVIDENCE RD,T TRFC STOP,3/20/2018 0:42,0,Tue,night,B,18--29,M,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055019,5700 5700 E ST CHARLES RD,T TRFC STOP,3/20/2018 1:00,1,Tue,night,W,18--29,M,Yes,County Road,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Driver and Property,1,0,0,0,0,0,0,0,0--15,No,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055032,3004 3004 CLARK LN,T TRFC STOP,3/20/2018 1:58,1,Tue,night,B,18--29,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Driver and Property,0,0,1,0,1,0,0,0,0--15,Yes,1,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055034,S COLLEGE AVE/UNIVERSITY AVE,T TRFC STOP,3/20/2018 2:06,2,Tue,night,B,18--29,F,Yes,State Highway,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Driver and Property,0,1,0,0,0,0,0,0,0--15,No,0,0,0,0,0,Yes,1,0,0,0,0,0,0,0,No,No
2018055101,E ASH ST/N PROVIDENCE RD,T TRFC STOP,3/20/2018 7:31,7,Tue,day,W,40+,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055110,LANCASTER DR/S SIXTH ST,T TRFC STOP,3/20/2018 7:43,7,Tue,day,W,40+,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055126,E BROADWAY/N OLD 63,T TRFC STOP,3/20/2018 8:06,8,Tue,day,B,18--29,F,No,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055134,N STADIUM BLVD/W WORLEY ST,T TRFC STOP,3/20/2018 8:21,8,Tue,day,W,40+,M,No,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055156,PROVIDENCE/STWARD,T TRFC STOP,3/20/2018 9:06,9,Tue,day,W,40+,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055163,CHAMPIONS DR/E STADIUM BLVD,T TRFC STOP,3/20/2018 9:15,9,Tue,day,W,40+,M,No,City Street,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055180,FORUM BLVD/W STADIUM BLVD,T TRFC STOP,3/20/2018 9:34,9,Tue,day,W,18--29,F,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055189,E BROADWAY/SHORT ST,T TRFC STOP,3/20/2018 9:39,9,Tue,day,W,18--29,F,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055210,E NIFONG BLVD/S PROVIDENCE RD,T TRFC STOP,3/20/2018 10:02,10,Tue,day,W,30--39,M,Yes,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055214,E BROADWAY/SHORT ST,T TRFC STOP,3/20/2018 10:06,10,Tue,day,W,18--29,F,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055238,ROLLINS ST/S COLLEGE AVE,T TRFC STOP,3/20/2018 10:41,10,Tue,day,W,18--29,F,Yes,City Street,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055270,GRINDSTONE PKWY/GRINDSTONE PLAZA DR,T TRFC STOP,3/20/2018 11:16,11,Tue,day,B,18--29,F,Yes,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055292,CONLEY AVE/S FIFTH ST,T TRFC STOP,3/20/2018 11:36,11,Tue,day,W,30--39,F,Yes,City Street,0,1,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055295,CARRIE FRANCKE DR/W STADIUM BLVD,T TRFC STOP,3/20/2018 11:43,11,Tue,day,H,18--29,M,Yes,State Highway,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055369,CAMBRIDGE DR/YORKTOWN DR,T TRFC STOP,3/20/2018 13:12,13,Tue,day,W,40+,F,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055389,ROLLINS RD/S FAIRVIEW RD,T TRFC STOP,3/20/2018 13:29,13,Tue,day,W,40+,M,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055415,505 505-100 E NIFONG BLVD.100,T TRFC STOP,3/20/2018 13:46,13,Tue,day,W,30--39,M,Yes,City Street,0,0,0,1,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055424,E OLD PLANK RD/S PROVIDENCE RD,T TRFC STOP,3/20/2018 13:58,13,Tue,day,W,30--39,M,No,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055434,GRINDSTONE PKWY/ROCK QUARRY RD,T TRFC STOP,3/20/2018 14:07,14,Tue,day,W,18--29,M,Yes,City Street,0,0,0,1,0,0,1,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055445,3900 3900-BLK PEACHTREE DR.BLK,T TRFC STOP,3/20/2018 14:23,14,Tue,day,W,30--39,F,Yes,City Street,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055458,GRINDSTONE PKWY/S HWY 63 NB,T TRFC STOP,3/20/2018 14:35,14,Tue,day,H,40+,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055465,E BROADWAY/S TRIMBLE RD,T TRFC STOP,3/20/2018 14:48,14,Tue,day,W,40+,M,Yes,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055472,1416 1416 S OLD 63,T TRFC STOP,3/20/2018 14:58,14,Tue,day,B,18--29,F,Yes,City Street,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055483,ROLLINS ST/S COLLEGE AVE,T TRFC STOP,3/20/2018 15:08,15,Tue,day,O,18--29,F,No,City Street,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055492,S PROVIDENCE RD/TURNER AVE,T TRFC STOP,3/20/2018 15:18,15,Tue,day,O,40+,M,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055513,605 605 E NIFONG BLVD,T TRFC STOP,3/20/2018 15:40,15,Tue,day,W,30--39,M,No,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,Yes,0,0,0,0,0,0,0,1,Yes,No
2018055530,MICK DEAVER DR/S PROVIDENCE RD,T TRFC STOP,3/20/2018 16:00,16,Tue,day,A,18--29,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055558,CHERRY ST/S TENTH ST,T TRFC STOP,3/20/2018 16:31,16,Tue,day,B,18--29,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Driver and Property,0,0,0,1,0,0,0,0,0--15,No,0,0,0,0,0,Yes,1,0,0,0,0,0,0,0,Yes,No
2018055702,E BROADWAY/N PROVIDENCE RD,T TRFC STOP,3/20/2018 19:18,19,Tue,night,A,18--29,M,Yes,State Highway,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055797,PENNSYLVANIA DR/VANDIVER DR,T TRFC STOP,3/20/2018 21:47,21,Tue,night,B,18--29,M,Yes,State Highway,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055820,N KEENE ST/PORTLAND ST,T TRFC STOP,3/20/2018 22:23,22,Tue,night,B,30--39,M,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055822,BEARFIELD RD/GRINDSTONE PKWY,T TRFC STOP,3/20/2018 22:32,22,Tue,night,W,18--29,M,No,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055823,E WALNUT ST/ORR ST,T TRFC STOP,3/20/2018 22:39,22,Tue,night,W,40+,M,No,State Highway,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055826,LINCOLN DR/MCBAINE AVE,T TRFC STOP,3/20/2018 22:46,22,Tue,night,B,30--39,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055828,DORSEY ST/E BROADWAY,T TRFC STOP,3/20/2018 22:53,22,Tue,night,W,18--29,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055832,CLARK LN/CONNECTOR,T TRFC STOP,3/20/2018 22:57,22,Tue,night,W,40+,F,No,State Highway,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055846,200 200-BLK E BUSINESS LOOP 70.BLK,T TRFC STOP,3/20/2018 23:17,23,Tue,night,W,18--29,F,Yes,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055854,PARK AVE/ROGERS ST,T TRFC STOP,3/20/2018 23:24,23,Tue,night,B,18--29,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055861,HITT ST/ROLLINS ST,T TRFC STOP,3/20/2018 23:28,23,Tue,night,B,18--29,M,No,State Highway,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055874,1296 1296 I70 E,T TRFC STOP,3/20/2018 23:54,23,Tue,night,W,18--29,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055893,W NIFONG BLVD/WOODS EDGE RD,T TRFC STOP,3/21/2018 0:29,0,Wed,night,W,40+,F,Yes,City Street,1,1,0,0,0,0,2,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055905,BRICKTON RD/E BROADWAY,T TRFC STOP,3/21/2018 1:37,1,Wed,night,B,40+,M,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,Yes,No
2018055986,BROADWAY BLUFFS DR/TRIMBLE RD,T TRFC STOP,3/21/2018 7:06,7,Wed,day,W,40+,F,Yes,City Street,1,0,0,1,0,0,2,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018055989,1400 1400 BALLENGER LN,T TRFC STOP,3/21/2018 7:12,7,Wed,day,W,18--29,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056004,PETTIS DR/RICE RD,T TRFC STOP,3/21/2018 7:43,7,Wed,day,W,40+,F,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056007,HINKSON AVE/N OLD 63,T TRFC STOP,3/21/2018 7:46,7,Wed,day,B,30--39,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056016,I70 E/PARIS RD,T TRFC STOP,3/21/2018 7:58,7,Wed,day,W,18--29,F,No,Interstate Highway,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056020,LAFAYETTE CT/RICE RD,T TRFC STOP,3/21/2018 8:03,8,Wed,day,W,40+,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056024,E BUSINESS LOOP 70/N PROVIDENCE RD,T TRFC STOP,3/21/2018 8:09,8,Wed,day,W,18--29,F,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056027,I70 E/N HWY 63 SB,T TRFC STOP,3/21/2018 8:13,8,Wed,day,W,18--29,F,Yes,Interstate Highway,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056086,RANGE LINE ST/WILKES BLVD,T TRFC STOP,3/21/2018 9:34,9,Wed,day,W,18--29,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056109,2001 2001-1 E BROADWAY.1,T TRFC STOP,3/21/2018 10:08,10,Wed,day,W,18--29,M,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056179,N COLLEGE AVE/WILKES BLVD,T TRFC STOP,3/21/2018 11:46,11,Wed,day,B,30--39,F,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056230,E STADIUM BLVD/MONK DR,T TRFC STOP,3/21/2018 12:34,12,Wed,day,W,40+,M,No,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056240,3200 3200-BLK CLARK LN.BLK,T TRFC STOP,3/21/2018 13:00,13,Wed,day,B,30--39,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056247,PARKER ST/VANDIVER DR,T TRFC STOP,3/21/2018 13:06,13,Wed,day,W,40+,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056256,E BROADWAY/N OLD 63,T TRFC STOP,3/21/2018 13:15,13,Wed,day,W,30--39,M,Yes,State Highway,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056273,N STADIUM BLVD/W WORLEY ST,T TRFC STOP,3/21/2018 13:27,13,Wed,day,W,40+,F,Yes,State Highway,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056279,HUNT AVE/W WORLEY ST,T TRFC STOP,3/21/2018 13:39,13,Wed,day,B,40+,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056330,E BUSINESS LOOP 70/N COLLEGE AVE,T TRFC STOP,3/21/2018 14:32,14,Wed,day,W,40+,M,Yes,City Street,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Driver and Property,0,0,1,0,0,0,0,0,0--15,No,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056510,N PROVIDENCE RD/WILKES BLVD,T TRFC STOP,3/21/2018 18:56,18,Wed,night,W,18--29,F,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056517,E WALNUT ST/N OLD 63,T TRFC STOP,3/21/2018 19:03,19,Wed,night,W,30--39,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056528,PENNANT ST/W WORLEY ST,T TRFC STOP,3/21/2018 19:30,19,Wed,night,B,30--39,M,Yes,City Street,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056561,FOURTH AVE/N PROVIDENCE RD,T TRFC STOP,3/21/2018 20:19,20,Wed,night,W,40+,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056583,2101 2101 W WORLEY ST,T TRFC STOP,3/21/2018 20:38,20,Wed,night,W,30--39,M,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056587,N STADIUM BLVD/W BROADWAY,T TRFC STOP,3/21/2018 20:50,20,Wed,night,B,40+,M,No,State Highway,1,1,0,1,0,0,3,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056594,CONNECTOR/HWY 63,T TRFC STOP,3/21/2018 20:58,20,Wed,night,W,18--29,M,Yes,U.S. Highway,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056603,KENNESAW RIDGE RD/SADDLEBROOK PL,T TRFC STOP,3/21/2018 21:14,21,Wed,night,W,40+,F,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056604,RIBACK RD/ROCK QUARRY RD,T TRFC STOP,3/21/2018 21:16,21,Wed,night,W,30--39,F,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056612,CONNECTOR/I70 E,T TRFC STOP,3/21/2018 21:24,21,Wed,night,B,40+,M,No,U.S. Highway,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056618,E BUSINESS LOOP 70/EDISON ST,T TRFC STOP,3/21/2018 21:28,21,Wed,night,B,40+,M,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056621,E HARVESTER RD/N HWY 763,T TRFC STOP,3/21/2018 21:30,21,Wed,night,W,18--29,F,No,State Highway,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056628,BLUFF CREEK DR/GRINDSTONE PKWY,T TRFC STOP,3/21/2018 21:36,21,Wed,night,B,18--29,M,Yes,State Highway,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056642,RANGE LINE ST/SMILEY LN,T TRFC STOP,3/21/2018 21:55,21,Wed,night,B,40+,M,Yes,State Highway,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056645,1800 1800 I70 DR SW,T TRFC STOP,3/21/2018 21:56,21,Wed,night,W,18--29,F,No,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056650,E ST CHARLES RD/I70 W,T TRFC STOP,3/21/2018 22:00,22,Wed,night,B,18--29,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Driver and Property,0,0,1,0,0,0,0,0,0--15,Yes,1,0,0,0,0,Yes,0,1,0,0,0,0,0,0,No,No
2018056660,E BROADWAY/N PROVIDENCE RD,T TRFC STOP,3/21/2018 22:10,22,Wed,night,A,18--29,M,Yes,City Street,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056674,220 220-A E BUSINESS LOOP 70.A,T TRFC STOP,3/21/2018 22:35,22,Wed,night,B,18--29,F,Yes,City Street,1,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056677,N PROVIDENCE RD/NEBRASKA AVE,T TRFC STOP,3/21/2018 22:40,22,Wed,night,W,Under 18,M,Yes,City Street,1,0,0,0,0,0,1,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056680,MADISON ST/W SEXTON RD,T TRFC STOP,3/21/2018 22:43,22,Wed,night,B,18--29,M,Yes,City Street,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,Yes,0,0,0,0,0,0,0,0,No,No
2018056683,GRINDSTONE PKWY/PONDEROSA ST,T TRFC STOP,3/21/2018 22:46,22,Wed,night,B,18--29,F,Yes,City Street,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
2018056685,N GARTH AVE/THIRD AVE,T TRFC STOP,3/21/2018 22:46,22,Wed,night,W,30--39,M,Yes,City Street,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,No,0,0,0,0,0,0,0,0,No,No
